Family,Subfamily,Tribe,Genus,Specific Epithet,Subgenus,Infraspecific Epithet,Scientific Name Authorship,Identification References,Sociality,Sociality Type,Sociality Multiple Types,Sociality Data Accuracy,Sociality References,Cleptoparasites Hosts,Cleptoparasites Hosts References,Buzzing Capacity,Buzzing Capacity Data Accuracy,Buzzing Capacity References,Nesting Position,Nesting Remarks,Nesting Method,Nesting Substrate,Nesting Agreggation,Nesting Data Accuracy,Nesting Artificial,Nesting Population Range,Nesting Population Average,Nesting Brood Cell Types,Nesting References,Intertegular Distance Average,Intertegular Distance Classes,Intertegular Distance Subclasses,Intertegular Distance Females,Intertegular Distance Males,Intertegular Distance Workers,Intertegular Distance References,Uses human made structures
Apidae,Apinae,Meliponini,Dolichotrigona,longitarsis,,,"(Ducke, 1916)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,species,"Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",no information,no information,no information,no information,no information,no information,no information,no information,no information,no information,species,no information,no information,no information,no information,"Camargo, João M. F., and Silvia R. M. Pedro. 2005. “Meliponini Neotropicais: O Gênero Dolichotrigona Moure (Hymenoptera, Apidae, Apinae)”. Revista Brasileira de Entomologia 49 (1): 69–92. https://doi.org/10.1590/S0085-56262005000100008.",0.88,small (<2.2),0.6-1.0,no information,no information,0.88,"Mayes, D.M., Bhatta, C.P., Shi, D., Brown, J.C. and Smith, D.R. 2019. ""Body size influences stingless bee (Hymenoptera: Apidae) communities across a range of deforestation levels in Rondônia, Brazil"". Journal of Insect Science 19(2), p.23. | Campbell, Alistair J., Elinor M. Lichtenberg, Luísa G. Carvalheiro, Cristiano Menezes, Rafael C. Borges, Beatriz W. T. Coelho, Madson A. B. Freitas, Tereza C. Giannini, Kamila L. Leão, F. F. de Oliveira, Thiago S. F. Silva, Márcia M. Maués. 2022. ""High bee functional diversity buffers crop pollination services against Amazon deforestation"". Agriculture, Ecosystems & Environment 326, 107777. https://doi.org/10.1016/j.agee.2021.107777",no information
Halictidae,Halictinae,Caenohalictini,Habralictus,flavopictus,,,"Moure, 1941","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,semisocial,,genus,"Michener, Charles D., and Rudolf B. Lange. 1958. “Observations on the Behavior of Brazilian Halictid Bees (Hymenoptera, Apoidea) I. Pseudagapostemon1”. Annals of the Entomological Society of America 51 (2): 155–64. https://doi.org/10.1093/aesa/51.2.155.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,yes,genus,unable,no information,no information,no information,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",0.88,small (<2.2),0.6-1.0,0.88,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649. | measured by Beatriz Coelho",no
Andrenidae,Panurginae,Calliopsini,Callonychium,brasiliense,Callonychium,,"(Ducke, 1907)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Rozen, Jerome G. 2013. “Mature Larvae of Calliopsine Bees: Spinoliella, Callonychium, and Arhysosage Including Biological Notes, and a Larval Key to Calliopsine Genera (Hymenoptera: Apoidea: Andrenidae: Panurginae).” American Museum Novitates 2013 (3782): 1–27. https://doi.org/10.1206/3782.2.",no information,no information,no information,no information,no information,below ground,no information,excavate,soil,yes,genus,unable,no information,no information,no information,"Rozen, Jerome G. 2013. “Mature Larvae of Calliopsine Bees: Spinoliella, Callonychium, and Arhysosage Including Biological Notes, and a Larval Key to Calliopsine Genera (Hymenoptera: Apoidea: Andrenidae: Panurginae).” American Museum Novitates 2013 (3782): 1–27. https://doi.org/10.1206/3782.2.",0.9,small (<2.2),0.6-1.0,0.9,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Apidae,Xylocopinae,Ceratinini,Ceratina,sclerops,Ceratinula,,"Schrottky, 1907","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  semisocial,genus,"Rehan, S. M., S. M. Tierney, and W. T. Wcislo. 2015. “Evidence for Social Nesting in Neotropical Ceratinine Bees”. Insectes Sociaux 62 (4): 465–69. https://doi.org/10.1007/s00040-015-0425-3. | Sakagami, S. F., & Laroca, S. (1971). Observations on the Bionomics of Some Neotropical Xylocopine Bees, with Comparative and Biofaunistic Notes (Hymenoptera, Anthophoridae). ??????????, 18(1), 57-127. | Sless, Trevor, and Sandra Rehan. 2023. “Phylogeny of the Carpenter Bees (Apidae: Xylocopinae) Highlights Repeated Evolution of Sociality”. Biology Letters 19 (8): 20230252. https://doi.org/10.1098/rsbl.2023.0252.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,no information,excavate,no information,no information,genus,no information,no information,no information,no information,"Rocha-Filho, Léo C., Paula C. Montagnana, Thayane N. Araújo, Diego Moure-Oliveira, Danilo Boscolo, and Carlos A. Garófalo. 2022. “Pollen Analysis of Cavity-nesting Bees (Hymenoptera: Anthophila) and Their Food Webs in a City”. Ecological Entomology 47 (2): 146–57. https://doi.org/10.1111/een.13097.",0.9,small (<2.2),0.6-1.0,0.9,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no information
Halictidae,Halictinae,Halictini,Dialictus,flavipes,,,"Moure, 1950","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,primitively eusocial,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press. | Eickwort, George C, and Kathleen R Eickwort. 1971. “Aspects of the Biology of Costa Rican Halictine Bees, II. Dialictus Umbripennis and Adaptations of Its Caste Structure to Different Climates.” Journal of the Kansas Entomological Society 44 (3): 343–73. https://about.jstor.org/terms. | Eickwort, George C. 1986. “First Steps into Eusociality: The Sweat Bee Dialictus Lineatulus.” The Florida Entomologist 69 (4): 742–54. https://doi.org/10.2307/3495222.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Eickwort, George C. 1986. “First Steps into Eusociality: The Sweat Bee Dialictus Lineatulus.” The Florida Entomologist 69 (4): 742–54. https://doi.org/10.2307/3495222.",0.9,small (<2.2),0.6-1.0,0.9,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Colletidae,Hylaeinae,Hylaeini,Hylaeus,tricolor,Hylaeopsis,,"(Schrottky, 1906)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,communal,,species,"Sakagami, Shôichi F, and Ronaldo Zucchi. 1978. “Nests of Hylaeus (Hylaeopsis) Tricolor: The First Record of Non-Solitary Life in Colletid Bees, with Notes on Communal and Quasisocial Colonies (Hymenoptera: Colletidae).” Journal of the Kansas Entomological Society 51 (4): 597–614. https://about.jstor.org/terms.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,inside of wasp nests,pre-existing cavities,insect nest,yes,species,no information,no information,no information,no information,"Sakagami, Shôichi F, and Ronaldo Zucchi. 1978. “Nests of Hylaeus (Hylaeopsis) Tricolor: The First Record of Non-Solitary Life in Colletid Bees, with Notes on Communal and Quasisocial Colonies (Hymenoptera: Colletidae).” Journal of the Kansas Entomological Society 51 (4): 597–614. https://about.jstor.org/terms.",0.9,small (<2.2),0.6-1.0,0.9,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",no
Apidae,Apinae,Meliponini,Plebeia,minima,,,"(Gribodo, 1893)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,species,"Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,"hollow trees, human-made structures (walls, roofs, fences)",pre-existing cavities,wood; human-made structures,no information,species,hive,200-900,800,clusters,"Menezes, C., Alves, D. A., Lucena, D. A. A., & Almeida, E. A. B. (2023). Abelhas sem ferrão relevantes para a meliponicultura no Brasil. São Paulo: A.B.E.L.H.A. | Campbell, Alistair J., Elinor M. Lichtenberg, Luísa G. Carvalheiro, Cristiano Menezes, Rafael C. Borges, Beatriz W. T. Coelho, Madson A. B. Freitas, Tereza C. Giannini, Kamila L. Leão, F. F. de Oliveira, Thiago S. F. Silva, Márcia M. Maués. 2022. ""High bee functional diversity buffers crop pollination services against Amazon deforestation"". Agriculture, Ecosystems & Environment 326, 107777. https://doi.org/10.1016/j.agee.2021.107777 | Nogueira-Neto, Paulo. 1997. Vida e criação de abelhas indígenas sem ferrão. São Paulo: Editora Nogueirapis. | Leão, Kamila Leão. 2019. ""Desenvolvimento Colonial em Abelhas Nativas Sem Ferrão Amazônicas (Apidae: Meliponini): Tamanho Populacional, Nutrição e Alocação Fenotípica"". PhD diss., Universidade Federal do Pará. | Wille, Alvaro, and Charles D. Michener. 1973. “The Nest Architecture of Stingless Bees with Special Reference to Those of Costa Rica (Hymenoptera, Apidae).” Revista de Biología Tropical 21 (1). https://revistas.ucr.ac.cr/index.php/rbt/article/view/26200. | Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham. | Imperatriz-Fonseca Vera Lúcia, Denise de Araujo Alves. 2020. Stingless Bees of Pará: Based on the Scientific Expeditions of João M. F. Camargo. Belém: Instituto Tecnológico Vale.",0.9,small (<2.2),0.6-1.0,no information,no information,0.9,"Mayes, D.M., Bhatta, C.P., Shi, D., Brown, J.C. and Smith, D.R. 2019. ""Body size influences stingless bee (Hymenoptera: Apidae) communities across a range of deforestation levels in Rondônia, Brazil"". Journal of Insect Science 19(2), p.23. | Campbell, Alistair J., Elinor M. Lichtenberg, Luísa G. Carvalheiro, Cristiano Menezes, Rafael C. Borges, Beatriz W. T. Coelho, Madson A. B. Freitas, Tereza C. Giannini, Kamila L. Leão, F. F. de Oliveira, Thiago S. F. Silva, Márcia M. Maués. 2022. ""High bee functional diversity buffers crop pollination services against Amazon deforestation"". Agriculture, Ecosystems & Environment 326, 107777. https://doi.org/10.1016/j.agee.2021.107777 | Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",yes
Apidae,Apinae,Meliponini,Trigonisca,intermedia,,,"Moure, 1990","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,species,"Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,no information,pre-existing cavities,wood,no,genus,no information,no information,no information,no information,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",0.9,small (<2.2),0.6-1.0,no information,no information,0.9,measured by Alexandre S. Barbosa and Antonio J.C. Aguiar,no
Halictidae,Halictinae,Halictini,Dialictus,opacus,,,"(Moure, 1940)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,primitively eusocial,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press. | Eickwort, George C, and Kathleen R Eickwort. 1971. “Aspects of the Biology of Costa Rican Halictine Bees, II. Dialictus Umbripennis and Adaptations of Its Caste Structure to Different Climates.” Journal of the Kansas Entomological Society 44 (3): 343–73. https://about.jstor.org/terms. | Eickwort, George C. 1986. “First Steps into Eusociality: The Sweat Bee Dialictus Lineatulus.” The Florida Entomologist 69 (4): 742–54. https://doi.org/10.2307/3495222.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Eickwort, George C. 1986. “First Steps into Eusociality: The Sweat Bee Dialictus Lineatulus.” The Florida Entomologist 69 (4): 742–54. https://doi.org/10.2307/3495222.",0.91,small (<2.2),0.6-1.0,0.91,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649. | measured by Beatriz Coelho",no
Apidae,Apinae,Meliponini,Plebeia,mosquito,,,"(Smith, 1863)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,species,"Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",no information,no information,no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,hollow trees,pre-existing cavities,wood,no information,species,no information,no information,1175,combs,"Wille, Alvaro, and Charles D. Michener. 1973. “The Nest Architecture of Stingless Bees with Special Reference to Those of Costa Rica (Hymenoptera, Apidae).” Revista de Biología Tropical 21 (1). https://revistas.ucr.ac.cr/index.php/rbt/article/view/26200. | Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",0.93,small (<2.2),0.6-1.0,no information,no information,0.93,measured by Carlos A. Martínez-Martínez and Isabel Alves-dos-Santos,no
Apidae,Apinae,Meliponini,Celetrigona,hirsuticornis,,,"Camargo & Pedro, 2009","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,species,"Grüter, Christoph. 2020. Stingless Bees: Their Behaviour, Ecology and Evolution. Switzerland: Springer Cham.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no information,genus,no information,no information,no information,no information,"Camargo, João M. F., and Silvia R. M. Pedro. 2009. “Neotropical Meliponini: The Genus Celetrigona Moure (Hymenoptera: Apidae, Apinae)”. Zootaxa 2155 (1): 37–54. https://doi.org/10.11646/zootaxa.2155.1.4.",0.94,small (<2.2),0.6-1.0,no information,no information,0.94,"Mayes, D.M., Bhatta, C.P., Shi, D., Brown, J.C. and Smith, D.R. 2019. ""Body size influences stingless bee (Hymenoptera: Apidae) communities across a range of deforestation levels in Rondônia, Brazil"". Journal of Insect Science 19(2), p.23.",yes
Halictidae,Halictinae,Halictini,Dialictus,phaedrus,,,"(Schrottky, 1910)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,primitively eusocial,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press. | Eickwort, George C, and Kathleen R Eickwort. 1971. “Aspects of the Biology of Costa Rican Halictine Bees, II. Dialictus Umbripennis and Adaptations of Its Caste Structure to Different Climates.” Journal of the Kansas Entomological Society 44 (3): 343–73. https://about.jstor.org/terms. | Eickwort, George C. 1986. “First Steps into Eusociality: The Sweat Bee Dialictus Lineatulus.” The Florida Entomologist 69 (4): 742–54. https://doi.org/10.2307/3495222.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Eickwort, George C. 1986. “First Steps into Eusociality: The Sweat Bee Dialictus Lineatulus.” The Florida Entomologist 69 (4): 742–54. https://doi.org/10.2307/3495222.",0.94,small (<2.2),0.6-1.0,0.94,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649. | measured by Beatriz Coelho",no
